Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
15,637500.0,920000.0,0,0.0,108000.0,25500.0,0.0,0.0,61600.0,0.0,850000.0,0,750000,1000000,0,0.0,450000,150000.0,0.0,0.0,70000,0,1000000,0
16,1275000.0,460000.0,0,0.0,96000.0,15300.0,0.0,0.0,36960.0,0.0,0.0,0,1500000,500000,0,0.0,400000,90000.0,100000.0,0.0,42000,0,0,0
17,637500.0,920000.0,0,0.0,0.0,15300.0,0.0,0.0,36960.0,0.0,425000.0,0,750000,1000000,0,0.0,0,90000.0,100000.0,0.0,42000,0,500000,0
18,850000.0,460000.0,0,0.0,0.0,10200.0,0.0,0.0,86240.0,440000.0,425000.0,0,1000000,500000,0,0.0,0,60000.0,100000.0,0.0,98000,500000,500000,0
19,1700000.0,0.0,0,0.0,36000.0,20400.0,0.0,0.0,98560.0,0.0,850000.0,0,2000000,0,0,0.0,150000,120000.0,100000.0,0.0,112000,0,1000000,0
20,212500.0,0.0,0,1772280.0,60000.0,10200.0,0.0,0.0,73920.0,880000.0,0.0,0,250000,0,0,2188000.0,250000,60000.0,0.0,0.0,84000,1000000,0,0
21,850000.0,1840000.0,0,0.0,0.0,30600.0,0.0,0.0,0.0,0.0,0.0,0,1000000,2000000,0,0.0,0,180000.0,100000.0,0.0,0,0,0,0
22,212500.0,460000.0,0,0.0,0.0,527170.0,0.0,0.0,49280.0,440000.0,850000.0,0,250000,500000,0,0.0,0,3101000.0,200000.0,0.0,56000,500000,1000000,0
23,1062500.0,920000.0,0,0.0,0.0,35700.0,0.0,0.0,73920.0,440000.0,425000.0,0,1250000,1000000,0,0.0,0,210000.0,200000.0,0.0,84000,500000,500000,0
24,425000.0,460000.0,0,0.0,0.0,35700.0,0.0,0.0,73920.0,0.0,425000.0,0,500000,500000,0,0.0,0,210000.0,200000.0,0.0,84000,0,500000,0
25,1062500.0,0.0,0,0.0,0.0,15300.0,0.0,0.0,49280.0,0.0,425000.0,0,1250000,0,0,0.0,0,90000.0,100000.0,0.0,56000,0,500000,0
26,1275000.0,920000.0,0,0.0,96000.0,35700.0,0.0,0.0,49280.0,0.0,425000.0,0,1500000,1000000,0,0.0,400000,210000.0,111000.0,0.0,56000,0,500000,0
27,1487500.0,0.0,0,2462400.0,48000.0,10200.0,0.0,0.0,36960.0,0.0,425000.0,0,1750000,0,0,3040000.0,200000,60000.0,300000.0,0.0,42000,0,500000,0
28,1487500.0,0.0,0,0.0,108000.0,30600.0,0.0,0.0,49280.0,880000.0,425000.0,0,1750000,0,0,0.0,450000,180000.0,0.0,0.0,56000,1000000,500000,0
29,425000.0,0.0,0,810000.0,0.0,15300.0,0.0,0.0,61600.0,0.0,0.0,0,500000,0,0,1000000.0,0,90000.0,0.0,0.0,70000,0,0,0
30,425000.0,460000.0,0,0.0,84000.0,20400.0,0.0,58800.0,110880.0,1320000.0,425000.0,0,500000,500000,0,0.0,350000,120000.0,100000.0,70000.0,126000,1500000,500000,0
